departamento,municipio,cod_municipio,armas_medios,fecha_hecho,genero_victima,grupo_etario,cantidad,tipo_delito,dimension_delito,anio_hecho,mes_hecho,dia_hecho
VALLE DEL CAUCA,EL CAIRO,76246,SIN EMPLEO DE ARMAS,2025-02-02,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,FEBRERO,DOMINGO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-06-09,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,JUNIO,LUNES
CHOCO,BAJO BAUDO,27077,SIN EMPLEO DE ARMAS,2025-08-27,MASCULINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,AGOSTO,MIERCOLES
VALLE DEL CAUCA,PALMIRA,76520,SIN EMPLEO DE ARMAS,2025-08-23,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,AGOSTO,SABADO
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,2025-09-01,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,LUNES
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,2025-09-01,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,LUNES
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,2025-09-01,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,LUNES
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,2025-09-01,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,LUNES
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,2025-09-01,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,LUNES
CAUCA,ROSAS,19622,SIN EMPLEO DE ARMAS,2025-09-11,MASCULINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,JUEVES
VALLE DEL CAUCA,EL AGUILA,76243,SIN EMPLEO DE ARMAS,2025-08-30,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,AGOSTO,SABADO
VALLE DEL CAUCA,EL AGUILA,76243,SIN EMPLEO DE ARMAS,2025-08-30,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,AGOSTO,SABADO
NARIÑO,CHACHAGUI,52240,SIN EMPLEO DE ARMAS,2025-08-10,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,AGOSTO,DOMINGO
NARIÑO,CHACHAGUI,52240,SIN EMPLEO DE ARMAS,2025-08-10,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,AGOSTO,DOMINGO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-03-01,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,MARZO,SABADO
VALLE DEL CAUCA,PALMIRA,76520,SIN EMPLEO DE ARMAS,2025-06-26,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,JUNIO,JUEVES
VALLE DEL CAUCA,BUENAVENTURA,76109,SIN EMPLEO DE ARMAS,2025-09-15,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,LUNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-04-11,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,ABRIL,VIERNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-07-05,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,JULIO,SABADO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-14,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,DOMINGO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-14,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,DOMINGO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-08-26,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,AGOSTO,MARTES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-28,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,SEPTIEMBRE,DOMINGO
VALLE DEL CAUCA,VERSALLES,76863,SIN EMPLEO DE ARMAS,2025-09-09,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,MARTES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-09-24,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,MIERCOLES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-09-24,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,MIERCOLES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-10-01,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,MIERCOLES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-09-29,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,SEPTIEMBRE,LUNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-24,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,MIERCOLES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-28,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,SEPTIEMBRE,DOMINGO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-24,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,MIERCOLES
VALLE DEL CAUCA,DAGUA,76233,SIN EMPLEO DE ARMAS,2025-10-06,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,OCTUBRE,LUNES
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,2025-10-03,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,VIERNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-02,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,JUEVES
CHOCO,ATRATO,27050,SIN EMPLEO DE ARMAS,2025-10-02,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,OCTUBRE,JUEVES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-26,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,VIERNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-25,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,SEPTIEMBRE,JUEVES
VALLE DEL CAUCA,LA CUMBRE,76377,SIN EMPLEO DE ARMAS,2025-10-08,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,MIERCOLES
NARIÑO,GUALMATAN,52323,SIN EMPLEO DE ARMAS,2025-10-09,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,JUEVES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-10,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,VIERNES
CAUCA,INZA,19355,SIN EMPLEO DE ARMAS,2025-09-25,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,ABUSO_INCAPAZ_RESISTIR,2025,SEPTIEMBRE,JUEVES
VALLE DEL CAUCA,CANDELARIA,76130,SIN EMPLEO DE ARMAS,2025-10-12,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,DOMINGO
VALLE DEL CAUCA,CANDELARIA,76130,SIN EMPLEO DE ARMAS,2025-10-12,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,DOMINGO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-14,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,MARTES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-05,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,OCTUBRE,DOMINGO
NARIÑO,SAN PABLO,52693,SIN EMPLEO DE ARMAS,2025-09-04,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,JUEVES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-15,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,MIERCOLES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-08-30,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,AGOSTO,SABADO
VALLE DEL CAUCA,TULUA,76834,SIN EMPLEO DE ARMAS,2025-07-23,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,JULIO,MIERCOLES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-15,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,MIERCOLES
CAUCA,POPAYAN,19001,SIN EMPLEO DE ARMAS,2025-10-20,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,OCTUBRE,LUNES
CAUCA,SANTANDER DE QUILICHAO,19698,SIN EMPLEO DE ARMAS,2025-10-08,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,OCTUBRE,MIERCOLES
VALLE DEL CAUCA,TRUJILLO,76828,SIN EMPLEO DE ARMAS,2025-09-28,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,DOMINGO
VALLE DEL CAUCA,GINEBRA,76306,SIN EMPLEO DE ARMAS,2025-10-16,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,JUEVES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-10-22,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,MIERCOLES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-08-01,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,AGOSTO,VIERNES
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,2025-10-24,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,OCTUBRE,VIERNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-10,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,VIERNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-24,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,VIERNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-23,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,OCTUBRE,JUEVES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-30,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,SEPTIEMBRE,MARTES
CAUCA,SILVIA,19743,SIN EMPLEO DE ARMAS,2025-10-19,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,DOMINGO
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,2025-09-01,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,LUNES
VALLE DEL CAUCA,PALMIRA,76520,SIN EMPLEO DE ARMAS,2025-10-27,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,LUNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-11-06,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,JUEVES
VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,SIN EMPLEO DE ARMAS,2025-10-26,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,DOMINGO
VALLE DEL CAUCA,CANDELARIA,76130,SIN EMPLEO DE ARMAS,2025-10-05,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,DOMINGO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-11-10,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,LUNES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-08,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,MIERCOLES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-11-11,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,MARTES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-10-29,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,OCTUBRE,MIERCOLES
VALLE DEL CAUCA,YUMBO,76892,SIN EMPLEO DE ARMAS,2025-11-11,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,NOVIEMBRE,MARTES
VALLE DEL CAUCA,JAMUNDI,76364,SIN EMPLEO DE ARMAS,2025-11-13,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,JUEVES
CHOCO,BAHIA SOLANO,27075,SIN EMPLEO DE ARMAS,2025-11-15,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,SABADO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-10-20,MASCULINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,LUNES
CHOCO,UNION PANAMERICANA,27810,SIN EMPLEO DE ARMAS,2025-10-20,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,LUNES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-09-28,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,DOMINGO
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-09-28,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,DOMINGO
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-09-19,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,VIERNES
VALLE DEL CAUCA,ROLDANILLO,76622,SIN EMPLEO DE ARMAS,2025-11-12,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,MIERCOLES
VALLE DEL CAUCA,TULUA,76834,SIN EMPLEO DE ARMAS,2025-11-10,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,LUNES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-10-09,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,OCTUBRE,JUEVES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-05-14,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,MAYO,MIERCOLES
VALLE DEL CAUCA,JAMUNDI,76364,SIN EMPLEO DE ARMAS,2025-11-15,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,NOVIEMBRE,SABADO
CHOCO,QUIBDO,27001,SIN EMPLEO DE ARMAS,2025-11-24,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,EXPLOTACION_SEXUAL_DIGITAL_MENORES,2025,NOVIEMBRE,LUNES
VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,SIN EMPLEO DE ARMAS,2025-11-12,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,NOVIEMBRE,MIERCOLES
VALLE DEL CAUCA,JAMUNDI,76364,SIN EMPLEO DE ARMAS,2025-11-26,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,MIERCOLES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-09-24,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,SEPTIEMBRE,MIERCOLES
NARIÑO,SAN ANDRES DE TUMACO,52835,SIN EMPLEO DE ARMAS,2025-07-08,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,JULIO,MARTES
VALLE DEL CAUCA,JAMUNDI,76364,SIN EMPLEO DE ARMAS,2025-11-15,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,NOVIEMBRE,SABADO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-11-30,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,DOMINGO
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-08-10,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,AGOSTO,DOMINGO
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-11-18,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,NOVIEMBRE,MARTES
VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,SIN EMPLEO DE ARMAS,2025-12-02,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,DICIEMBRE,MARTES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-08-21,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,ACOSO_SEXUAL,2025,AGOSTO,JUEVES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-05-20,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,MAYO,MARTES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-12-10,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,DICIEMBRE,MIERCOLES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-05-20,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,MAYO,MARTES
CAUCA,SANTANDER DE QUILICHAO,19698,SIN EMPLEO DE ARMAS,2025-12-11,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,DICIEMBRE,JUEVES
NARIÑO,PASTO,52001,SIN EMPLEO DE ARMAS,2025-12-17,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,DICIEMBRE,MIERCOLES
NARIÑO,SAN ANDRES DE TUMACO,52835,SIN EMPLEO DE ARMAS,2025-12-18,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,DICIEMBRE,JUEVES
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,2025-07-07,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,JULIO,LUNES
CAUCA,SANTANDER DE QUILICHAO,19698,SIN EMPLEO DE ARMAS,2025-04-17,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2025,ABRIL,JUEVES
CHOCO,QUIBDO,27001,SIN EMPLEO DE ARMAS,2025-12-19,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,DICIEMBRE,VIERNES
