departamento,municipio,cod_municipio,armas_medios,fecha_hecho,genero_victima,grupo_etario,cantidad,tipo_delito,dimension_delito,anio_hecho,mes_hecho,dia_hecho
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-03-28,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,MARZO,JUEVES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-03-21,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,MARZO,JUEVES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-04-17,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,ABRIL,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-04-17,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,ABRIL,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-04-17,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,ABRIL,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-04-17,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,ABRIL,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-04-17,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,ABRIL,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-05-03,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,MAYO,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-06-14,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,JUNIO,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-06-21,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,JUNIO,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-05-04,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,MAYO,SABADO
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-07-20,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,JULIO,SABADO
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-07-15,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,JULIO,LUNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-07-13,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,JULIO,SABADO
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-07-24,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,JULIO,MIERCOLES
CAUCA,INZA,19355,ARMA BLANCA / CORTOPUNZANTE,2024-09-09,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,SEPTIEMBRE,LUNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-09-28,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,SEPTIEMBRE,SABADO
VALLE DEL CAUCA,CANDELARIA,76130,ARMA BLANCA / CORTOPUNZANTE,2024-10-21,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,OCTUBRE,LUNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-01-01,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,ENERO,LUNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-11-28,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,NOVIEMBRE,JUEVES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-12-09,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,DICIEMBRE,LUNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2024-11-29,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2024,NOVIEMBRE,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2025-03-23,MASCULINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,MARZO,DOMINGO
CAUCA,POPAYAN,19001,ARMA BLANCA / CORTOPUNZANTE,2025-05-14,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,MAYO,MIERCOLES
CAUCA,POPAYAN,19001,ARMA BLANCA / CORTOPUNZANTE,2025-04-01,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,ABRIL,MARTES
CAUCA,POPAYAN,19001,ARMA BLANCA / CORTOPUNZANTE,2025-06-17,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,JUNIO,MARTES
CAUCA,PIENDAMO,19548,ARMA BLANCA / CORTOPUNZANTE,2025-08-18,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,AGOSTO,LUNES
CAUCA,PIENDAMO,19548,ARMA BLANCA / CORTOPUNZANTE,2025-08-18,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,AGOSTO,LUNES
CHOCO,MEDIO SAN JUAN,27450,ARMA BLANCA / CORTOPUNZANTE,2025-08-26,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,AGOSTO,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2025-10-07,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,OCTUBRE,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2025-10-19,MASCULINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,OCTUBRE,DOMINGO
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2025-07-25,MASCULINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2025,JULIO,VIERNES
CHOCO,QUIBDO,27001,ARMA BLANCA / CORTOPUNZANTE,2018-01-09,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2018,ENERO,MARTES
CHOCO,QUIBDO,27001,ARMA BLANCA / CORTOPUNZANTE,2018-01-09,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2018,ENERO,MARTES
CHOCO,QUIBDO,27001,ARMA BLANCA / CORTOPUNZANTE,2018-01-09,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2018,ENERO,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2018-02-22,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2018,FEBRERO,JUEVES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2018-02-22,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2018,FEBRERO,JUEVES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2018-03-10,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2018,MARZO,SABADO
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2018-05-12,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2018,MAYO,SABADO
VALLE DEL CAUCA,FLORIDA,76275,ARMA BLANCA / CORTOPUNZANTE,2018-06-27,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2018,JUNIO,MIERCOLES
NARIÑO,IPIALES,52356,ARMA BLANCA / CORTOPUNZANTE,2018-06-27,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2018,JUNIO,MIERCOLES
NARIÑO,SAN PEDRO DE CARTAGO,52694,ARMA BLANCA / CORTOPUNZANTE,2018-07-01,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2018,JULIO,DOMINGO
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2018-08-27,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2018,AGOSTO,LUNES
VALLE DEL CAUCA,ZARZAL,76895,ARMA BLANCA / CORTOPUNZANTE,2018-10-31,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2018,OCTUBRE,MIERCOLES
VALLE DEL CAUCA,ZARZAL,76895,ARMA BLANCA / CORTOPUNZANTE,2018-10-31,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2018,OCTUBRE,MIERCOLES
VALLE DEL CAUCA,ZARZAL,76895,ARMA BLANCA / CORTOPUNZANTE,2018-10-31,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2018,OCTUBRE,MIERCOLES
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2019-03-01,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2019,MARZO,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2019-08-14,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2019,AGOSTO,MIERCOLES
NARIÑO,EL TABLON DE GOMEZ,52258,ARMA BLANCA / CORTOPUNZANTE,2019-09-15,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2019,SEPTIEMBRE,DOMINGO
NARIÑO,EL TABLON DE GOMEZ,52258,ARMA BLANCA / CORTOPUNZANTE,2019-09-15,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2019,SEPTIEMBRE,DOMINGO
CAUCA,CAJIBIO,19130,ARMA BLANCA / CORTOPUNZANTE,2019-09-18,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2019,SEPTIEMBRE,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2019-06-07,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2019,JUNIO,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2019-06-07,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2019,JUNIO,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2019-11-21,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2019,NOVIEMBRE,JUEVES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2020-02-25,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2020,FEBRERO,MARTES
CAUCA,PUERTO TEJADA,19573,ARMA BLANCA / CORTOPUNZANTE,2020-08-18,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2020,AGOSTO,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2020-09-13,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2020,SEPTIEMBRE,DOMINGO
CAUCA,POPAYAN,19001,ARMA BLANCA / CORTOPUNZANTE,2020-09-07,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2020,SEPTIEMBRE,LUNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2020-03-12,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2020,MARZO,JUEVES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2020-10-02,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2020,OCTUBRE,VIERNES
VALLE DEL CAUCA,BUENAVENTURA,76109,ARMA BLANCA / CORTOPUNZANTE,2020-10-06,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2020,OCTUBRE,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2019-09-10,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2019,SEPTIEMBRE,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2020-11-04,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2020,NOVIEMBRE,MIERCOLES
NARIÑO,ARBOLEDA,52051,ARMA BLANCA / CORTOPUNZANTE,2020-11-08,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2020,NOVIEMBRE,DOMINGO
CHOCO,QUIBDO,27001,ARMA BLANCA / CORTOPUNZANTE,2021-03-29,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2021,MARZO,LUNES
NARIÑO,LA UNION,52399,ARMA BLANCA / CORTOPUNZANTE,2021-07-04,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2021,JULIO,DOMINGO
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2021-07-20,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2021,JULIO,MARTES
CAUCA,POPAYAN,19001,ARMA BLANCA / CORTOPUNZANTE,2021-08-31,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2021,AGOSTO,MARTES
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2021-12-19,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2021,DICIEMBRE,DOMINGO
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2021-11-01,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2021,NOVIEMBRE,LUNES
NARIÑO,SAN ANDRES DE TUMACO,52835,ARMA BLANCA / CORTOPUNZANTE,2022-01-22,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,ENERO,SABADO
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2022-01-27,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,ENERO,JUEVES
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2022-01-22,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,ENERO,SABADO
VALLE DEL CAUCA,TULUA,76834,ARMA BLANCA / CORTOPUNZANTE,2022-03-02,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,MARZO,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2022-03-21,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,MARZO,LUNES
VALLE DEL CAUCA,BUENAVENTURA,76109,ARMA BLANCA / CORTOPUNZANTE,2022-03-21,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,MARZO,LUNES
VALLE DEL CAUCA,FLORIDA,76275,ARMA BLANCA / CORTOPUNZANTE,2022-04-23,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,ABRIL,SABADO
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2022-05-03,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,MAYO,MARTES
CAUCA,POPAYAN,19001,ARMA BLANCA / CORTOPUNZANTE,2022-07-01,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,JULIO,VIERNES
CHOCO,QUIBDO,27001,ARMA BLANCA / CORTOPUNZANTE,2022-07-23,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,JULIO,SABADO
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2022-07-11,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,JULIO,LUNES
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2022-08-21,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,AGOSTO,DOMINGO
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2022-04-20,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,ABRIL,MIERCOLES
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2022-09-10,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,SEPTIEMBRE,SABADO
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2022-10-05,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,OCTUBRE,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2022-10-25,MASCULINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,OCTUBRE,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2022-11-04,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,NOVIEMBRE,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2022-10-25,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,OCTUBRE,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2022-10-25,MASCULINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2022,OCTUBRE,MARTES
VALLE DEL CAUCA,BUENAVENTURA,76109,ARMA BLANCA / CORTOPUNZANTE,2023-01-13,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,ENERO,VIERNES
CAUCA,CALOTO,19142,ARMA BLANCA / CORTOPUNZANTE,2023-02-01,FEMENINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,FEBRERO,MIERCOLES
CAUCA,CALOTO,19142,ARMA BLANCA / CORTOPUNZANTE,2023-02-01,MASCULINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,FEBRERO,MIERCOLES
CAUCA,CALOTO,19142,ARMA BLANCA / CORTOPUNZANTE,2023-02-01,MASCULINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,FEBRERO,MIERCOLES
CAUCA,CALOTO,19142,ARMA BLANCA / CORTOPUNZANTE,2023-02-01,FEMENINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,FEBRERO,MIERCOLES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2023-03-09,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,MARZO,JUEVES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2023-03-06,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,MARZO,LUNES
NARIÑO,PASTO,52001,ARMA BLANCA / CORTOPUNZANTE,2023-02-27,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,FEBRERO,LUNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2023-03-26,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,MARZO,DOMINGO
CAUCA,CALOTO,19142,ARMA BLANCA / CORTOPUNZANTE,2023-03-31,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,MARZO,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2023-04-11,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,ABRIL,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2023-04-25,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,ABRIL,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2023-05-05,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ABUSO_SEXUAL_MENOR_14,2023,MAYO,VIERNES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2023-07-04,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,JULIO,MARTES
VALLE DEL CAUCA,CALI,76001,ARMA BLANCA / CORTOPUNZANTE,2023-09-15,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VIOLENCIA_SEXUAL_DIRECTA,2023,SEPTIEMBRE,VIERNES
